"","Run","Covariance","Variance_V1","Variance_V2","Variance_V3","Variance_epsilon","Variance_gamma","Variance_total_marginal","Variance_total_conditional"
"Run: 124 Cov: none",124,0,0.123431943748302,0.248715117680898,0.380750810855595,0.123903612659078,0.14249754672516,0.752897872284795,0.895395419009955
"Run: 124 Cov: low",124,0.1,0.14830161117553,0.255694464416874,0.374360415322251,0.109234691627605,0.116968908512958,0.778356490914654,0.895325399427612
"Run: 124 Cov: medium",124,0.5,0.226947212814869,0.285152184587895,0.342900639857207,0.0740706047197537,0.0718681065746733,0.855000037259971,0.926868143834644
"Run: 124 Cov: high",124,0.9,0.281900402454612,0.294814149112217,0.305711087705068,0.0558877558846685,0.0650755375116501,0.882425639271897,0.947501176783547
"Run: 125 Cov: none",125,0,0.124128746087326,0.254686591757901,0.381405496817781,0.130693843881574,0.106360919524567,0.760220834663007,0.866581754187575
"Run: 125 Cov: low",125,0.1,0.142735480792579,0.269420509600368,0.365186086040129,0.11578435256635,0.106084135770771,0.777342076433075,0.883426212203846
"Run: 125 Cov: medium",125,0.5,0.227775554334462,0.288264886359094,0.346459020427507,0.0744447426248165,0.065566863877617,0.862499461121063,0.92806632499868
"Run: 125 Cov: high",125,0.9,0.286418994646911,0.298940094809091,0.309545133736691,0.0551514430122099,0.0470117997550126,0.894904223192692,0.941916022947705
"Run: 126 Cov: none",126,0,0.128867050921098,0.24674767364526,0.388471713228019,0.128086158021358,0.113489160241449,0.764086437794376,0.877575598035825
"Run: 126 Cov: low",126,0.1,0.148288741945815,0.253037636861512,0.366209807981946,0.10978149604478,0.119357738017737,0.767536186789273,0.88689392480701
"Run: 126 Cov: medium",126,0.5,0.218836725530793,0.289346493515163,0.343614698408251,0.0749854519033631,0.0808181736731586,0.851797917454207,0.932616091127366
"Run: 126 Cov: high",126,0.9,0.28370266365516,0.297598535226032,0.30753610518085,0.0558726461161305,0.0538944744555903,0.888837304062042,0.942731778517632
"Run: 127 Cov: none",127,0,0.122382764196321,0.25339031704934,0.371736051542356,0.126337827053336,0.11837542661052,0.747509132788017,0.865884559398537
"Run: 127 Cov: low",127,0.1,0.144295797892451,0.261882252232018,0.370458851288543,0.107316812017517,0.108944489007225,0.776636901413011,0.885581390420237
"Run: 127 Cov: medium",127,0.5,0.218821495010984,0.284690436040273,0.341077880972777,0.0732310139872329,0.0802103418767756,0.844589812024034,0.92480015390081
"Run: 127 Cov: high",127,0.9,0.284982251592199,0.298343750160527,0.308875647315817,0.056562078947995,0.0613627586969149,0.892201649068544,0.953564407765459
"Run: 128 Cov: none",128,0,0.124520035316716,0.267313721652704,0.390737067576257,0.129890615461566,0.0993962248701679,0.782570824545677,0.881967049415844
"Run: 128 Cov: low",128,0.1,0.148903620499207,0.264732893937919,0.376112525409116,0.10691217435701,0.100475905205658,0.789749039846243,0.890224945051901
"Run: 128 Cov: medium",128,0.5,0.222706877447285,0.289702125321957,0.357039780928774,0.073908698562875,0.0636726528788011,0.869448783698016,0.933121436576817
"Run: 128 Cov: high",128,0.9,0.287160125472112,0.29907039399958,0.3111731055305,0.0538686800053412,0.049016951476441,0.897403625002193,0.946420576478634
"Run: 129 Cov: none",129,0,0.128048153952709,0.254535992607072,0.376110358236981,0.127830382742168,0.117110509649058,0.758694504796762,0.87580501444582
"Run: 129 Cov: low",129,0.1,0.142685649981223,0.267354182795331,0.373993611578352,0.109937540891663,0.104906764310447,0.784033444354906,0.888940208665354
"Run: 129 Cov: medium",129,0.5,0.218950616182377,0.284546371264674,0.347390217781352,0.076631356355708,0.0708410951609672,0.850887205228404,0.921728300389371
"Run: 129 Cov: high",129,0.9,0.2851207820546,0.297538768573711,0.30920818357081,0.057195140849531,0.060648921395084,0.891867734199121,0.952516655594205
"Run: 130 Cov: none",130,0,0.123479193012916,0.257267351969888,0.381098145726027,0.127009248649928,0.11909908604302,0.76184469070883,0.880943776751851
"Run: 130 Cov: low",130,0.1,0.141609713950298,0.271830902047692,0.372850124750443,0.106782396039483,0.0941973571205214,0.786290740748433,0.880488097868954
"Run: 130 Cov: medium",130,0.5,0.226383528766361,0.289522732049158,0.341884291908676,0.0774036484831796,0.0693228909293771,0.857790552724195,0.927113443653572
"Run: 130 Cov: high",130,0.9,0.284814451952315,0.295825559181995,0.30754698950368,0.0546799531981677,0.0571188129595926,0.88818700063799,0.945305813597583
"Run: 131 Cov: none",131,0,0.125237074397341,0.248225245232922,0.384927975592136,0.128202957076728,0.114115759472164,0.758390295222399,0.872506054694563
"Run: 131 Cov: low",131,0.1,0.152365626573028,0.263470249505205,0.379922789130548,0.109663434618266,0.104792174033301,0.795758665208782,0.900550839242082
"Run: 131 Cov: medium",131,0.5,0.223896093620556,0.289350572997255,0.341709688823253,0.076503918837538,0.0697327312332786,0.854956355441064,0.924689086674342
"Run: 131 Cov: high",131,0.9,0.282704295994115,0.294322143935056,0.306428019300619,0.0561117432580393,0.0535207752971862,0.88345445922979,0.936975234526976
"Run: 132 Cov: none",132,0,0.126720190626018,0.243632018979846,0.374970789510146,0.127060163361705,0.123991694188081,0.74532299911601,0.869314693304091
"Run: 132 Cov: low",132,0.1,0.146360253523722,0.264553067423585,0.381823793498461,0.110055062144175,0.102279197399747,0.792737114445767,0.895016311845514
"Run: 132 Cov: medium",132,0.5,0.225237322400416,0.286195003724027,0.338536537601164,0.0746679374245448,0.079773558353966,0.849968863725607,0.929742422079573
"Run: 132 Cov: high",132,0.9,0.281673421301288,0.292937707964577,0.304023576575297,0.0541850152205363,0.0636726912450357,0.878634705841161,0.942307397086196
"Run: 133 Cov: none",133,0,0.127404332978464,0.253331897394052,0.384174639357592,0.124772635056871,0.11954651726134,0.764910869730107,0.884457386991447
"Run: 133 Cov: low",133,0.1,0.148363025575336,0.263435124202855,0.366006179531815,0.110828799380156,0.118652590863358,0.777804329310006,0.896456920173364
"Run: 133 Cov: medium",133,0.5,0.219600216779235,0.282936021348794,0.342077099866039,0.073024894553609,0.0741282940674307,0.844613337994068,0.918741632061499
"Run: 133 Cov: high",133,0.9,0.282773608527976,0.296154087310337,0.306752021909286,0.0531627995193927,0.0556472408436978,0.885679717747599,0.941326958591297
"Run: 134 Cov: none",134,0,0.120052346351984,0.25102657642694,0.377649858594115,0.122563943517394,0.141649154819779,0.748728781373039,0.890377936192819
"Run: 134 Cov: low",134,0.1,0.15089203439434,0.261659838202147,0.368247416764265,0.110753573262279,0.113224437053035,0.780799289360753,0.894023726413788
"Run: 134 Cov: medium",134,0.5,0.223204278434861,0.288313566049729,0.345722217868331,0.0731346927440055,0.0778960921047387,0.857240062352921,0.93513615445766
"Run: 134 Cov: high",134,0.9,0.283134968506866,0.294461622344751,0.305766280321156,0.0559907257102882,0.0583163662481288,0.883362871172773,0.941679237420902
"Run: 135 Cov: none",135,0,0.123041254035162,0.256313411876571,0.388907149861205,0.130741016627513,0.103704392504442,0.768261815772938,0.87196620827738
"Run: 135 Cov: low",135,0.1,0.151882353063384,0.267988054149878,0.373429320174973,0.112674290959819,0.0931351262340061,0.793299727388235,0.886434853622241
"Run: 135 Cov: medium",135,0.5,0.223691640989512,0.287035218138368,0.342907006767906,0.0747380423565615,0.0695627688332692,0.853633865895787,0.923196634729056
"Run: 135 Cov: high",135,0.9,0.29094732341066,0.300110633339096,0.31222062036553,0.0547384161792673,0.043702640564939,0.903278577115286,0.946981217680225
"Run: 136 Cov: none",136,0,0.126022134661059,0.258425837836892,0.375579809222259,0.12746269931864,0.10842586024983,0.76002778172021,0.86845364197004
"Run: 136 Cov: low",136,0.1,0.14783157967692,0.26225615308993,0.373029794671,0.112200187900527,0.104804009563184,0.78311752743785,0.887921537001033
"Run: 136 Cov: medium",136,0.5,0.21708441782977,0.287416496868294,0.349651472296673,0.0736049846344834,0.0694159934777676,0.854152386994737,0.923568380472505
"Run: 136 Cov: high",136,0.9,0.283701183248136,0.295111048029075,0.307439877971201,0.0557131779926462,0.0595068553563962,0.886252109248411,0.945758964604807
"Run: 137 Cov: none",137,0,0.119911905412964,0.2355265506822,0.373917683797292,0.123326732949279,0.134844485395416,0.729356139892456,0.864200625287872
"Run: 137 Cov: low",137,0.1,0.148465198003339,0.258095745101084,0.363428195672808,0.105184029199426,0.128010275095927,0.76998913877723,0.897999413873158
"Run: 137 Cov: medium",137,0.5,0.221933047607702,0.288352217713489,0.346385104337877,0.0740856162794098,0.0710490856236444,0.856670369659068,0.927719455282713
"Run: 137 Cov: high",137,0.9,0.283720878668786,0.295774622078245,0.307784155022563,0.0538656428515546,0.0619771984186477,0.887279655769595,0.949256854188243
"Run: 138 Cov: none",138,0,0.122696242188804,0.241153332772739,0.371001962920192,0.122070015896099,0.139244729235192,0.734851537881735,0.874096267116926
"Run: 138 Cov: low",138,0.1,0.145089164978803,0.245194054610243,0.363147622981728,0.107914766729639,0.136894850045357,0.753430842570775,0.890325692616131
"Run: 138 Cov: medium",138,0.5,0.224615590686341,0.294972543590554,0.343242378984007,0.0752796379972783,0.0624989024729588,0.862830513260902,0.925329415733861
"Run: 138 Cov: high",138,0.9,0.286177415462341,0.301620659196311,0.309324104783633,0.054876986629046,0.0550575563624241,0.897122179442284,0.952179735804708
"Run: 139 Cov: none",139,0,0.125266904641674,0.255346856300169,0.363906982316699,0.121092179290225,0.132198033130239,0.744520743258542,0.87671877638878
"Run: 139 Cov: low",139,0.1,0.146941765568987,0.260712191595224,0.370589393288342,0.112083210271202,0.117944949471931,0.778243350452553,0.896188299924484
"Run: 139 Cov: medium",139,0.5,0.222275308115353,0.287881556084512,0.342299311176955,0.071804661304772,0.0763651003609531,0.85245617537682,0.928821275737773
"Run: 139 Cov: high",139,0.9,0.285357978792051,0.297179453966377,0.306141549109457,0.0531843570670624,0.0584454994788272,0.888678981867885,0.947124481346712
"Run: 140 Cov: none",140,0,0.132654411745286,0.245023696842216,0.369590534448892,0.126101806311855,0.12497459549997,0.747268643036394,0.872243238536364
"Run: 140 Cov: low",140,0.1,0.14626107300891,0.262061434319646,0.371514867260404,0.11147723887306,0.118987634596629,0.77983737458896,0.898825009185589
"Run: 140 Cov: medium",140,0.5,0.227765572932617,0.288577121644556,0.341070045463449,0.0749648763052968,0.0772281095308243,0.857412740040622,0.934640849571446
"Run: 140 Cov: high",140,0.9,0.28315952694922,0.296477312718831,0.305671028555309,0.0557040022702908,0.0548524790784327,0.88530786822336,0.940160347301793
"Run: 141 Cov: none",141,0,0.124524878314681,0.255513174370644,0.371231169086474,0.12965107136266,0.123133267019343,0.751269221771799,0.874402488791143
"Run: 141 Cov: low",141,0.1,0.142776927443233,0.262992593318471,0.374968981862584,0.108790470686363,0.124426083795864,0.780738502624288,0.905164586420152
"Run: 141 Cov: medium",141,0.5,0.224108696669779,0.288798849025017,0.347749179773811,0.0730742875829698,0.0694420269043678,0.860656725468607,0.930098752372975
"Run: 141 Cov: high",141,0.9,0.280585960593191,0.292932726806235,0.304846496945891,0.0560923929993677,0.0642984546375394,0.878365184345317,0.942663638982857
"Run: 142 Cov: none",142,0,0.121499656302675,0.2547866711038,0.361442051460883,0.126121400359203,0.136751780735364,0.737728378867359,0.874480159602723
"Run: 142 Cov: low",142,0.1,0.141465076025059,0.261663613531889,0.373642222469562,0.108802349220549,0.115410988867803,0.77677091202651,0.892181900894312
"Run: 142 Cov: medium",142,0.5,0.223675104497572,0.292062289661265,0.344361866446914,0.0737314134179057,0.0696732959551177,0.860099260605752,0.929772556560869
"Run: 142 Cov: high",142,0.9,0.281990413527159,0.296308869468664,0.307237681139544,0.0557137351352727,0.0573509748668136,0.885536964135367,0.942887939002181
"Run: 143 Cov: none",143,0,0.121865275195546,0.249369015813015,0.374257667926183,0.125989542001344,0.126639615578269,0.745491958934744,0.872131574513013
"Run: 143 Cov: low",143,0.1,0.147515746151767,0.261963457245429,0.376140939539114,0.1108753834937,0.100352925948197,0.78562014293631,0.885973068884507
"Run: 143 Cov: medium",143,0.5,0.224123792866929,0.285165048409995,0.344985086711012,0.0734146357075862,0.0790275531103608,0.854273927987936,0.933301481098297
"Run: 143 Cov: high",143,0.9,0.283995791771039,0.298475103466955,0.305946837090108,0.0582870564386737,0.0489946320692685,0.888417732328102,0.937412364397371
"Run: 144 Cov: none",144,0,0.123726943078627,0.258900163132722,0.361082345002898,0.121499357932504,0.126167899495218,0.743709451214246,0.869877350709464
"Run: 144 Cov: low",144,0.1,0.14282263355749,0.265496592986659,0.377062980957495,0.107247455069866,0.100989472060364,0.785382207501644,0.886371679562008
"Run: 144 Cov: medium",144,0.5,0.220650441232619,0.284692643967247,0.344409377486875,0.0743014549574419,0.0768528964744942,0.849752462686742,0.926605359161236
"Run: 144 Cov: high",144,0.9,0.285655378655208,0.300835833097639,0.30992539698601,0.0554188418163779,0.0538162608554368,0.896416608738857,0.950232869594293
"Run: 145 Cov: none",145,0,0.129133132808816,0.23198052405344,0.377222919925243,0.123322518242492,0.137513293682702,0.738336576787498,0.8758498704702
"Run: 145 Cov: low",145,0.1,0.148238395795491,0.263829689505805,0.374578739962405,0.109993962433354,0.0989857228066605,0.786646825263701,0.885632548070362
"Run: 145 Cov: medium",145,0.5,0.230508451810253,0.294785947570922,0.349271006764155,0.0729196491089304,0.0589221316235318,0.87456540614533,0.933487537768862
"Run: 145 Cov: high",145,0.9,0.286616776420777,0.295156665062757,0.307760276484721,0.0557053400748879,0.0545246584998135,0.889533717968255,0.944058376468068
"Run: 146 Cov: none",146,0,0.123983976611453,0.241739293366032,0.363587377725783,0.120578262215807,0.139705051758056,0.729310647703268,0.869015699461324
"Run: 146 Cov: low",146,0.1,0.146590803075411,0.266972165825903,0.369256654062656,0.109715621510106,0.105757564077455,0.782819622963971,0.888577187041426
"Run: 146 Cov: medium",146,0.5,0.219732624911241,0.282283240308495,0.339703469741411,0.0705874860642487,0.0862473966910758,0.841719334961146,0.927966731652222
"Run: 146 Cov: high",146,0.9,0.278059013967329,0.293813359860202,0.302625737720173,0.0541779490944212,0.066181156057991,0.874498111547704,0.940679267605695
"Run: 147 Cov: none",147,0,0.119347449759315,0.24572091131105,0.384019466042126,0.129948707654645,0.130409132914401,0.749087827112492,0.879496960026892
"Run: 147 Cov: low",147,0.1,0.140393081810589,0.263228271061217,0.370635308352767,0.110430590614575,0.120427703271189,0.774256661224573,0.894684364495763
"Run: 147 Cov: medium",147,0.5,0.219189849201187,0.288686649681362,0.345961768486244,0.0736584907693705,0.0670673112120451,0.853838267368793,0.920905578580838
"Run: 147 Cov: high",147,0.9,0.284912102396612,0.298181113682725,0.306440488277402,0.0554760724621521,0.0558661994292129,0.889533704356739,0.945399903785952
"Run: 148 Cov: none",148,0,0.129621509712665,0.246949711488493,0.385962702817384,0.129011265366831,0.116846720726114,0.762533924018542,0.879380644744656
"Run: 148 Cov: low",148,0.1,0.144953559077454,0.264147883543115,0.38455435344011,0.115240730076579,0.0990714253815539,0.793655796060679,0.892727221442233
"Run: 148 Cov: medium",148,0.5,0.214358216013619,0.287606786798393,0.341830584214713,0.0761676765545457,0.0739446687379462,0.843795587026725,0.917740255764671
"Run: 148 Cov: high",148,0.9,0.285559288069472,0.298458309701087,0.311014757068846,0.0570324838938124,0.0533496964337966,0.895032354839404,0.948382051273201
"Run: 149 Cov: none",149,0,0.124005957837616,0.246359366510653,0.383202816777862,0.126782250605748,0.124348324350894,0.75356814112613,0.877916465477024
"Run: 149 Cov: low",149,0.1,0.144699326543081,0.256139938672822,0.367416921501079,0.109224568127946,0.11369448481697,0.768256186716982,0.881950671533952
"Run: 149 Cov: medium",149,0.5,0.213243654360325,0.288778770569276,0.338743237254321,0.0721999031495505,0.0844380049008993,0.840765662183921,0.925203667084821
"Run: 149 Cov: high",149,0.9,0.284654958868156,0.29890406413243,0.308948289602814,0.0557416161620145,0.0535596659185729,0.8925073126034,0.946066978521973
"Run: 150 Cov: none",150,0,0.125825633652709,0.247807410195116,0.381119173854591,0.131999600599386,0.11205222183791,0.754752217702416,0.866804439540325
"Run: 150 Cov: low",150,0.1,0.148775282601338,0.256970150513231,0.37507932724457,0.107606896992001,0.101387333344666,0.780824760359139,0.882212093703805
"Run: 150 Cov: medium",150,0.5,0.220028756452997,0.285441070611564,0.337873891247278,0.0724687272131407,0.080072584682204,0.843343718311839,0.923416302994043
"Run: 150 Cov: high",150,0.9,0.280265259702242,0.292396225276345,0.301708179387102,0.0550319676965649,0.0656951129138972,0.874369664365689,0.940064777279586
